"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","8","5","0","0","0","4","0","17","4","COUNTY TRANSFER - OUT","15","22","0","0","0","6","1","44"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","2","CRIMINAL CONVICTION","2","0","0","0","0","2","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","33","20","0","0","0","7","0","60"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","33","31","0","0","2","45","0","111"
"IN PERSON","1","4","0","0","0","0","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","88","89","1","0","3","84","1","266","59","MOVED OUT OF STATE","9","13","0","0","0","10","0","32"
"NVRA BY MAIL","5","4","1","0","0","2","0","12","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","2","5","0","0","0","2","0","9","2","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","4","2","0","0","0","2","0","8","1","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","108","109","2","0","3","94","1","317","68","TOTAL","92","86","0","0","2","70","1","251"
