"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","0","1","0","3","3","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","203","28","3","0","1","57","5","297","96","COUNTY TRANSFER - OUT","344","68","0","0","1","56","17","486"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","15","1","0","0","0","3","0","19"
"ELDERLY / DISABLED","3","0","0","0","0","0","0","3","13","DEATH NOTICE","509","85","1","0","1","27","27","650"
"FROM ANOTHER BOARD","0","0","0","0","0","1","0","1","37","DUPLICATE","92","13","0","0","0","9","6","120"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","3","MAIL VERIFICATION (NVRA)","2","0","0","0","0","0","0","2"
"IN PERSON","9","0","0","0","0","3","0","12","10","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","1,289","162","2","0","8","519","14","1,994","264","MOVED OUT OF STATE","112","15","0","0","0","16","5","148"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","OTHER","6","2","1","0","0","4","0","13"
"OTHER MEANS","15","1","0","0","0","2","2","20","4,996","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","1"
"SOCIAL SERVICES","12","3","0","0","0","1","0","16","56","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","1","0","2","1","","","","","","","","",""
"TOTAL","1,534","194","5","0","9","585","21","2,348","5,479","TOTAL","1,081","184","2","0","2","115","55","1,439"
