"Somerset","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","4","3","0","0","0","0","0","7","0","COUNTY TRANSFER - OUT","19","9","0","0","0","7","0","35"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","0","2","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","16","1","0","0","0","1","0","18"
"FROM ANOTHER BOARD","4","5","0","0","0","3","0","12","0","DUPLICATE","1","0","0","0","0","0","1","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","30","0","0","0","0","1","0","31"
"IN PERSON","1","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","15","6","0","1","0","2","0","24","0","MOVED OUT OF STATE","0","2","0","0","0","0","0","2"
"NVRA BY MAIL","0","2","0","0","0","1","0","3","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","1","2","0","0","0","0","0","3","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","1"
"SOCIAL SERVICES","2","0","0","0","0","1","0","3","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","28","19","0","1","0","7","0","55","0","TOTAL","68","12","0","0","0","9","1","90"
