"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","7","2","0","0","0","1","3","13","0","COUNTY TRANSFER - OUT","12","14","0","0","0","12","0","38"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","2","0","0","0","0","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","13","4","0","0","0","1","0","18"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","0","1"
"IN PERSON","2","3","0","0","0","3","0","8","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","17","14","0","0","0","13","0","44","5","MOVED OUT OF STATE","3","2","0","0","0","1","0","6"
"NVRA BY MAIL","0","3","0","0","0","1","0","4","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","1","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","0","6","0","0","0","0","0","6","0","","","","","","","","",""
"TOTAL","26","29","0","0","0","18","3","76","5","TOTAL","31","22","0","0","0","14","0","67"
