"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","1","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","40","44","0","0","0","28","0","112","8","COUNTY TRANSFER - OUT","54","43","0","0","0","25","0","122"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","1","2","0","0","0","3","0","6"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","35","35","0","0","0","11","0","81"
"FROM ANOTHER BOARD","0","4","0","0","0","1","0","5","1","DUPLICATE","4","3","0","0","0","1","0","8"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","9","2","0","0","0","7","0","18"
"IN PERSON","1","2","0","0","0","3","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","162","168","3","3","7","175","0","518","44","MOVED OUT OF STATE","21","19","0","0","2","9","0","51"
"NVRA BY MAIL","16","4","0","0","0","12","0","32","2","OTHER","1","0","0","0","0","0","0","1"
"OTHER MEANS","5","2","0","0","1","3","0","11","258","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","1","0","2"
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","1","","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","0","1","0","","","","","","","","",""
"TOTAL","225","226","3","3","8","223","0","688","314","TOTAL","126","104","0","0","2","57","0","289"
