"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","80","17","0","0","5","0","102","189","BOARD ACTION","1","2","0","0","1","0","4"
"BY MAIL","1775","307","1","4","103","11","2,201","99","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"DESIGNATED STATE AGENCIES","11","5","0","0","4","0","20","4","COUNTY TRANSFER - OUT","3,392","819","11","15","409","20","4,666"
"ELDERLY / DISABLED","5","2","0","0","0","0","7","0","CRIMINAL CONVICTION","13","3","0","0","11","1","28"
"FROM ANOTHER BOARD","19","7","1","0","1","2","30","12","DEATH NOTICE","1,240","556","0","2","172","12","1,982"
"PROVISIONAL BALLOT","1033","244","1","4","106","2","1,390","787","DUPLICATE","88","32","1","1","17","3","142"
"IN PERSON","96","58","0","0","15","0","169","11","MAIL VERIFICATION (NVRA)","0","1","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","1155","457","10","31","595","10","2,258","593","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","44","30","0","0","26","2","102","5","MOVED OUT OF STATE","91","61","0","1","38","1","192"
"ONLINE REGISTRATION","614","318","4","8","108","4","1,056","47","OTHER","30","7","0","9","8","0","54"
"OTHER MEANS","212","62","2","2","114","4","396","561","VOTER REQUEST","9","1","0","0","2","0","12"
"RECRUITING","0","0","0","0","0","0","0","0","","","","","","","","0"
"SOCIAL SERVICES","10","1","0","0","5","0","16","6","","","","","","","",""
"VOLUNTEER","151","20","0","0","34","1","206","0","","","","","","","",""
"TOTAL","5,205","1,528","19","49","1,116","36","7,953","2,314","TOTAL","4,864","1,482","12","28","658","37","7,081"
