"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","AME","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","AME","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","2","0","4","13","BOARD ACTION","0","3","0","0","0","1","0","4"
"BY MAIL","1076","452","0","6","16","514","13","2,077","929","CONFIRMATION MAIL","47","22","0","1","1","22","3","96"
"DESIGNATED STATE AGENCIES","38","17","0","0","2","17","0","74","2","COUNTY TRANSFER - OUT","3,562","1,407","0","12","36","1,329","53","6,399"
"ELDERLY / DISABLED","4","1","0","0","0","2","0","7","9","CRIMINAL CONVICTION","168","20","0","1","0","32","3","224"
"FROM ANOTHER BOARD","47","21","0","0","0","11","1","80","59","DEATH NOTICE","825","379","0","0","0","128","9","1,341"
"PROVISIONAL BALLOT","4","0","0","0","0","0","0","4","3","DUPLICATE","405","94","0","1","0","86","9","595"
"IN PERSON","42","17","0","0","0","14","0","73","16","MAIL VERIFICATION (NVRA)","11,400","4,532","2","92","81","4,879","399","21,385"
"MOTOR VEHICLE ADMINISTRATION","6240","2305","0","44","109","3428","42","12,168","2,722","MENTAL INCOMPETENCY","2","0","0","0","0","0","0","2"
"NVRA BY MAIL","122","87","1","0","0","76","4","290","23","MOVED OUT OF STATE","1,010","587","0","8","13","470","14","2,102"
"ONLINE REGISTRATION","455","223","0","7","16","234","7","942","97","OTHER","101","38","0","0","0","71","1","211"
"OTHER MEANS","332","76","0","2","2","124","5","541","949","VOTER REQUEST","10","6","0","0","0","4","0","20"
"RECRUITING","0","1","0","0","0","1","0","2","0","","","","","","","","","0"
"SOCIAL SERVICES","44","8","0","0","0","34","0","86","36","","","","","","","","",""
"VOLUNTEER","50","15","0","0","1","25","1","92","0","","","","","","","","",""
"TOTAL","8,455","3,224","1","59","146","4,482","73","16,440","4,858","TOTAL","17,530","7,088","2","115","131","7,022","491","32,379"
