"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","5","0","0","0","1","0","6","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","276","133","1","4","134","0","548","145","COUNTY TRANSFER - OUT","174","123","1","3","79","0","380"
"DESIGNATED STATE AGENCIES","2","1","0","0","1","0","4","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","6","5","0","0","1","0","12"
"FROM ANOTHER BOARD","7","6","0","0","5","0","18","1","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","2","2","0","0","0","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","527","328","6","14","398","3","1,276","246","MOVED OUT OF STATE","0","0","0","0","0","0","0"
"NVRA BY MAIL","35","27","0","0","18","0","80","5","OTHER","4","9","0","0","0","0","13"
"OTHER MEANS","6","2","0","0","2","0","10","2","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","","","","","","","0","","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","","","","","","","0","","","","","","","","",""
"VOLUNTEER","0","2","0","0","3","0","5","0","","","","","","","",""
"TOTAL","860","501","7","18","562","3","1,951","400","TOTAL","184","137","1","3","80","0","405"
