"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","13","13","0","1","10","1","38","2","COUNTY TRANSFER - OUT","19","21","0","0","5","2","47"
"DESIGNATED STATE AGENCIES","2","1","0","0","1","0","4","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","21","9","0","0","2","0","32"
"FROM ANOTHER BOARD","1","0","0","0","1","0","2","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","4","0","0","0","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","40","37","0","3","21","2","103","10","MOVED OUT OF STATE","6","3","0","0","4","0","13"
"NVRA BY MAIL","4","4","0","0","1","0","9","0","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","1","0","0","0","1","0","2","4","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","4","0","0","0","0","0","4"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","1","0","","","","","","","",""
"TOTAL","62","59","0","4","35","3","163","16","TOTAL","50","33","0","0","11","2","96"
