"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","1","BOARD ACTION","1","1","0","0","0","0","2"
"BY MAIL","23","12","0","0","12","0","47","23","COUNTY TRANSFER - OUT","27","17","0","1","13","2","60"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","1","3","123","CRIMINAL CONVICTION","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","29","11","0","0","2","0","42"
"FROM ANOTHER BOARD","1","0","0","0","1","0","2","1","DUPLICATE","3","4","0","0","2","0","9"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","6","1","0","0","3","0","10","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","84","50","0","0","73","2","209","29","MOVED OUT OF STATE","7","3","0","0","1","0","11"
"NVRA BY MAIL","1","0","0","0","4","0","5","1","OTHER","0","1","0","0","0","0","1"
"OTHER MEANS","4","1","0","0","0","0","5","5","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","53","36","0","1","44","3","137"
"SOCIAL SERVICES","2","0","0","0","0","0","2","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","123","64","0","0","93","3","283","183","TOTAL","121","73","0","2","62","5","263"
