"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","2","0","0","0","0","5","1","BOARD ACTION","1","0","0","0","1","0","2"
"BY MAIL","121","32","0","0","27","4","184","27","COUNTY TRANSFER - OUT","53","37","1","0","17","1","109"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","3","2","0","0","2","0","7"
"ELDERLY / DISABLED","1","0","0","0","0","0","1","0","DEATH NOTICE","20","12","0","0","2","0","34"
"FROM ANOTHER BOARD","2","1","0","0","0","0","3","0","DUPLICATE","8","2","0","0","2","0","12"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","4","3","0","0","0","1","8","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","229","73","4","1","80","6","393","38","MOVED OUT OF STATE","24","15","0","0","2","0","41"
"NVRA BY MAIL","12","3","0","0","1","0","16","2","OTHER","2","2","0","0","1","0","5"
"OTHER MEANS","5","2","0","0","2","0","9","17","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","50","41","0","0","25","1","117"
"SOCIAL SERVICES","3","1","0","0","3","0","7","1","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","380","117","4","1","113","11","626","86","TOTAL","161","111","1","0","52","2","327"
