"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","1","0","1","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","16","21","0","1","14","0","52","7","COUNTY TRANSFER - OUT","10","15","0","1","14","0","40"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","16","12","0","0","1","0","29"
"FROM ANOTHER BOARD","0","2","0","0","1","0","3","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","1","0","0","1","0","2","0","MAIL VERIFICATION (NVRA)","1","2","0","0","0","0","3"
"IN PERSON","0","0","0","0","0","0","0","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","158","118","2","8","106","5","397","37","MOVED OUT OF STATE","10","2","0","0","4","0","16"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","2","1","0","0","2","0","5"
"OTHER MEANS","2","2","0","0","0","0","4","1","VOTER REQUEST","0","1","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3","3","0","0","2","0","8"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","176","144","2","9","123","5","459","46","TOTAL","43","36","0","1","23","0","103"
