"Somerset","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","27","5","0","0","6","0","38","0","COUNTY TRANSFER - OUT","18","7","0","0","3","0","28"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","1","2","0","0","0","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","4","0","0","0","1","0","5"
"FROM ANOTHER BOARD","2","1","0","0","0","0","3","2","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","21","2","1","0","6","0","30"
"IN PERSON","1","3","0","0","0","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","10","10","0","0","4","0","24","37","MOVED OUT OF STATE","0","1","0","0","0","0","1"
"NVRA BY MAIL","0","2","0","0","0","0","2","0","OTHER","1","0","0","0","0","0","1"
"OTHER MEANS","1","2","0","0","0","0","3","10","VOTER REQUEST","0","1","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","1","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","42","23","0","0","10","0","75","49","TOTAL","45","13","1","0","11","0","70"
