"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","31","21","0","0","18","0","70","5","COUNTY TRANSFER - OUT","14","15","0","0","10","4","43"
"DESIGNATED STATE AGENCIES","1","4","0","0","1","0","6","0","CRIMINAL CONVICTION","2","2","0","0","1","0","5"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","24","7","0","1","1","0","33"
"FROM ANOTHER BOARD","1","1","0","0","0","0","2","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","4","2","0","0","0","0","6"
"IN PERSON","2","1","0","0","1","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","91","70","0","2","54","2","219","25","MOVED OUT OF STATE","9","13","0","0","6","0","28"
"NVRA BY MAIL","14","11","0","0","3","1","29","5","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","2","0","2","12","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","3","0","0","0","3","0","6","0","","","","","","","",""
"TOTAL","143","108","0","2","82","3","338","47","TOTAL","53","39","0","1","18","4","115"
