"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","47","44","0","3","40","0","134","19","COUNTY TRANSFER - OUT","98","80","3","0","60","2","243"
"DESIGNATED STATE AGENCIES","5","5","0","0","1","0","11","1","CRIMINAL CONVICTION","1","1","0","0","1","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","43","32","0","0","4","0","79"
"FROM ANOTHER BOARD","77","40","0","2","36","0","155","29","DUPLICATE","1","1","0","0","1","0","3"
"PROVISIONAL BALLOT","0","1","0","0","0","0","1","1","MAIL VERIFICATION (NVRA)","15","3","0","0","11","0","29"
"IN PERSON","1","2","0","1","3","0","7","7","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","179","172","2","6","140","0","499","57","MOVED OUT OF STATE","26","36","0","0","15","0","77"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","1","1","0","0","0","0","2"
"OTHER MEANS","7","7","0","0","1","0","15","5","VOTER REQUEST","0","2","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","65","57","1","1","30","0","154"
"SOCIAL SERVICES","3","0","0","0","0","0","3","0","","","","","","","",""
"VOLUNTEER","4","2","0","0","0","0","6","0","","","","","","","",""
"TOTAL","323","273","2","12","221","0","831","119","TOTAL","250","213","4","1","122","2","592"
