"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","14","3","0","0","6","0","23","15","COUNTY TRANSFER - OUT","9","9","1","0","2","0","21"
"DESIGNATED STATE AGENCIES","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","3","2","2","0","1","1","9","0","DEATH NOTICE","49","58","0","0","3","2","112"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","229","228","1","0","60","5","523"
"IN PERSON","3","3","0","0","3","0","9","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","37","37","0","0","34","2","110","39","MOVED OUT OF STATE","19","8","0","0","0","1","28"
"NVRA BY MAIL","3","4","0","0","3","0","10","1","OTHER","1","0","0","0","0","0","1"
"OTHER MEANS","0","1","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","18","15","0","0","1","1","35"
"SOCIAL SERVICES","0","0","0","0","1","0","1","0","","","","","","","",""
"VOLUNTEER","1","2","1","0","0","0","4","0","","","","","","","",""
"TOTAL","61","52","3","0","49","3","168","57","TOTAL","325","318","2","0","66","9","720"
