"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","1","0","3","3","BOARD ACTION","2","0","0","0","2","0","4"
"BY MAIL","1303","424","2","13","562","21","2,325","566","CONFIRMATION MAIL","80","25","0","0","24","0","129"
"DESIGNATED STATE AGENCIES","58","17","0","1","32","1","109","1","COUNTY TRANSFER - OUT","3,638","1,263","22","47","1,423","38","6,431"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","1","CRIMINAL CONVICTION","85","13","0","1","26","2","127"
"FROM ANOTHER BOARD","87","42","0","0","36","0","165","973","DEATH NOTICE","2,163","1,027","3","9","309","32","3,543"
"PROVISIONAL BALLOT","2","0","0","0","0","0","2","6","DUPLICATE","134","51","0","1","37","3","226"
"IN PERSON","15","5","0","1","9","0","30","26","MAIL VERIFICATION (NVRA)","19,728","6,686","142","231","7,957","238","34,982"
"MOTOR VEHICLE ADMINISTRATION","6798","3039","56","170","3824","64","13,951","1,526","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","20","11","0","2","11","0","44","5","MOVED OUT OF STATE","681","474","2","12","347","13","1,529"
"ONLINE REGISTRATION","188","94","2","10","125","1","420","17","OTHER","39","17","2","0","28","1","87"
"OTHER MEANS","62","62","0","1","49","2","176","275","VOTER REQUEST","14","4","0","0","7","0","25"
"RECRUITING","0","0","0","0","0","0","0","0","","","","","","","","0"
"SOCIAL SERVICES","14","3","0","0","17","0","34","13","","","","","","","",""
"VOLUNTEER","2","0","0","0","1","0","3","0","","","","","","","",""
"TOTAL","8,550","3,698","60","198","4,667","89","17,262","3,412","TOTAL","26,564","9,560","171","301","10,160","327","47,083"
