"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","AME","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","AME","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","3","0","0","0","1","0","4","15","BOARD ACTION","0","1","0","0","0","0","0","1"
"BY MAIL","1151","482","0","9","6","531","23","2,202","341","CONFIRMATION MAIL","266","161","0","1","2","152","5","587"
"DESIGNATED STATE AGENCIES","26","19","0","0","0","16","0","61","18","COUNTY TRANSFER - OUT","3,436","1,239","2","24","28","1,257","49","6,035"
"ELDERLY / DISABLED","1","1","0","0","0","0","0","2","5","CRIMINAL CONVICTION","122","27","0","1","1","37","1","189"
"FROM ANOTHER BOARD","27","12","1","1","1","7","3","52","12","DEATH NOTICE","1,689","680","0","0","2","187","22","2,580"
"PROVISIONAL BALLOT","2","1","0","0","0","1","0","4","13","DUPLICATE","1","1","0","1","0","3","1","7"
"IN PERSON","16","7","0","0","0","10","1","34","30","MAIL VERIFICATION (NVRA)","10,811","3,598","0","93","95","3,995","208","18,800"
"MOTOR VEHICLE ADMINISTRATION","7232","2690","2","46","118","3809","51","13,948","9,254","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","1"
"NVRA BY MAIL","12","20","0","0","0","6","2","40","9","MOVED OUT OF STATE","877","539","0","9","10","362","18","1,815"
"ONLINE REGISTRATION","283","168","0","2","8","168","6","635","78","OTHER","267","73","0","1","2","122","3","468"
"OTHER MEANS","69","29","0","0","0","49","0","147","1,917","VOTER REQUEST","11","14","0","0","0","5","0","30"
"RECRUITING","0","0","0","0","0","0","0","0","0","","","","","","","","","0"
"SOCIAL SERVICES","48","11","0","0","0","31","0","90","32","","","","","","","","",""
"VOLUNTEER","16","8","0","0","2","8","0","34","0","","","","","","","","",""
"TOTAL","8,883","3,451","3","58","135","4,637","86","17,253","11,724","TOTAL","17,480","6,334","2","130","140","6,120","307","30,513"
