"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","1","0","1"
"BY MAIL","189","80","2","0","1","129","4","405","68","COUNTY TRANSFER - OUT","486","253","1","0","2","244","2","988"
"DESIGNATED STATE AGENCIES","12","1","0","0","0","2","0","15","3","CRIMINAL CONVICTION","4","0","0","0","0","2","0","6"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","1","1","DEATH NOTICE","487","219","1","0","0","80","0","787"
"FROM ANOTHER BOARD","2","0","0","0","0","0","0","2","9","DUPLICATE","10","3","0","0","0","0","0","13"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","44","16","0","0","0","16","0","76"
"IN PERSON","2","5","0","0","0","5","0","12","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","646","215","4","0","14","502","1","1,382","170","MOVED OUT OF STATE","176","104","1","0","1","115","1","398"
"NVRA BY MAIL","0","1","0","0","0","0","0","1","0","OTHER","7","0","0","0","0","1","0","8"
"OTHER MEANS","11","1","0","0","0","1","1","14","10","VOTER REQUEST","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","5","0","0","0","0","1","0","6","0","","","","","","","","",""
"VOLUNTEER","13","7","1","0","0","15","0","36","0","","","","","","","","",""
"TOTAL","881","310","7","0","15","655","6","1,874","262","TOTAL","1,214","595","3","0","3","460","3","2,278"
