"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","0","1","1","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","263","82","6","0","1","103","5","460","2","COUNTY TRANSFER-OUT","283","110","0","0","2","75","4","474"
"DESIGNATED STATE AGENCIES","39","9","0","0","0","14","0","62","1","CRIMINAL CONVICTION","43","13","0","0","0","18","0","74"
"ELDERLY / DISABLED","16","1","0","0","0","0","1","18","0","DEATH NOTICE","249","99","0","0","0","22","4","374"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","1","0","DUPLICATE","9","6","0","0","0","3","0","18"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","20","3","0","0","0","2","1","26"
"IN PERSON","4","0","0","0","0","1","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","724","281","5","1","11","379","9","1,410","114","MOVED OUT OF STATE","35","14","0","0","0","13","0","62"
"NVRA BY MAIL","34","23","0","0","0","25","1","83","0","OTHER","45","12","0","0","0","19","3","79"
"OTHER MEANS","107","29","1","0","2","28","0","167","220","VOTER REQUEST","1","1","0","0","0","1","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","26","7","0","0","0","9","0","42"
"SOCIAL SERVICES","4","0","0","0","0","1","0","5","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","1,192","427","12","1","14","551","16","2,213","338","TOTAL","711","265","0","0","2","162","12","1,152"
