"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","87","64","0","0","1","44","2","198","7","COUNTY TRANSFER - OUT","48","89","0","0","2","29","2","170"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","1","1","0","0","0","1","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","21","27","0","0","0","9","0","57"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","1","1","DUPLICATE","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","3","5","0","0","0","2","0","10"
"IN PERSON","2","0","0","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","64","101","1","0","1","80","2","249","51","MOVED OUT OF STATE","14","17","0","0","0","8","0","39"
"NVRA BY MAIL","7","9","0","0","0","4","0","20","1","OTHER","4","2","0","0","0","0","0","6"
"OTHER MEANS","5","5","0","0","0","3","0","13","2","VOTER REQUEST","0","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","1","0","0","0","0","0","2","0","","","","","","","","",""
"VOLUNTEER","5","3","0","0","0","4","0","12","0","","","","","","","","",""
"TOTAL","172","184","1","0","2","135","4","498","62","TOTAL","92","142","0","0","2","49","2","287"
