"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","205","66","0","0","0","58","2","331","0","COUNTY TRANSFER - OUT","47","40","1","0","1","28","3","120"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","10","4","0","0","1","3","0","18"
"ELDERLY / DISABLED","2","0","0","0","0","1","0","3","0","DEATH NOTICE","62","49","0","0","0","11","0","122"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","2","1","0","0","0","1","0","4"
"PROVISIONAL BALLOT","1","1","0","0","0","1","0","3","0","MAIL VERIFICATION (NVRA)","155","118","0","0","3","73","4","353"
"IN PERSON","0","0","0","0","0","3","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","120","122","2","0","4","102","4","354","14","MOVED OUT OF STATE","11","11","0","0","2","3","2","29"
"NVRA BY MAIL","6","13","0","0","1","5","0","25","0","OTHER","2","7","0","0","0","11","0","20"
"OTHER MEANS","28","30","0","0","0","31","2","91","0","VOTER REQUEST","0","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","9","8","0","0","0","3","0","20"
"SOCIAL SERVICES","1","0","0","0","0","2","0","3","0","","","","","","","","",""
"VOLUNTEER","0","2","0","0","0","1","0","3","0","","","","","","","","",""
"TOTAL","365","234","2","0","5","204","8","818","14","TOTAL","298","239","1","0","7","133","9","687"
