"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","1","0","0","0","0","0","3","2","BOARD ACTION","2","0","0","0","0","0","0","2"
"BY MAIL","139","32","1","0","1","48","5","226","59","COUNTY TRANSFER - OUT","994","212","8","0","6","249","6","1,475"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","1","0","2","0","CRIMINAL CONVICTION","41","3","0","0","0","10","0","54"
"ELDERLY / DISABLED","35","0","1","0","0","4","0","40","1","DEATH NOTICE","271","16","0","0","0","9","2","298"
"FROM ANOTHER BOARD","2","0","0","0","0","0","0","2","0","DUPLICATE","21","4","0","0","0","1","0","26"
"PROVISIONAL BALLOT","31","7","0","0","0","4","0","42","20","MAIL VERIFICATION (NVRA)","345","50","3","0","0","57","1","456"
"IN PERSON","2","0","0","0","0","1","0","3","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","563","102","4","1","9","235","5","919","106","MOVED OUT OF STATE","75","10","1","0","1","18","0","105"
"NVRA BY MAIL","2","1","0","0","0","2","1","6","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","27","1","0","0","0","3","0","31","12","VOTER REQUEST","0","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","1"
"SOCIAL SERVICES","6","0","0","0","0","4","0","10","9","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","810","144","6","1","10","302","11","1,284","210","TOTAL","1,750","296","12","0","7","344","9","2,418"
