"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","7","6","0","0","0","1","0","14","9","BOARD ACTION","2","0","0","0","0","2","0","4"
"BY MAIL","1,699","854","14","0","10","831","27","3,435","393","COUNTY TRANSFER - OUT","2,638","1,180","15","2","22","891","36","4,784"
"DESIGNATED STATE AGENCIES","69","17","0","0","0","22","0","108","17","CRIMINAL CONVICTION","126","29","0","0","1","48","1","205"
"ELDERLY / DISABLED","64","1","1","0","0","15","1","82","13","DEATH NOTICE","2,262","1,095","2","0","4","313","19","3,695"
"FROM ANOTHER BOARD","15","12","0","0","0","7","1","35","35","DUPLICATE","159","36","0","0","1","21","5","222"
"PROVISIONAL BALLOT","35","9","0","0","0","5","0","49","20","MAIL VERIFICATION (NVRA)","773","431","6","0","9","284","13","1,516"
"IN PERSON","40","25","0","0","1","21","0","87","19","MENTAL INCOMPETENCY","1","1","0","0","0","0","0","2"
"MOTOR VEHICLE ADMINISTRATION","4,308","2,012","25","3","74","2,747","34","9,203","1,677","MOVED OUT OF STATE","551","379","4","0","6","301","7","1,248"
"NVRA BY MAIL","158","138","0","0","4","120","4","424","30","OTHER","86","33","0","0","3","59","4","185"
"OTHER MEANS","255","117","2","0","5","122","4","505","3,593","VOTER REQUEST","3","5","0","0","0","3","0","11"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","61","39","0","0","0","37","1","138"
"SOCIAL SERVICES","36","7","0","0","0","22","0","65","39","","","","","","","","",""
"VOLUNTEER","27","14","1","0","0","27","0","69","1","","","","","","","","",""
"TOTAL","6,713","3,212","43","3","94","3,940","71","14,076","5,846","TOTAL","6,662","3,228","27","2","46","1,959","86","12,010"
