"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","7","11","1","0","0","10","0","29","0","COUNTY TRANSFER - OUT","11","9","0","0","0","8","0","28"
"DESIGNATED STATE AGENCIES","1","2","0","0","0","0","0","3","0","CRIMINAL CONVICTION","2","2","0","0","0","5","0","9"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","15","7","0","0","0","2","0","24"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","10","9","0","0","1","8","0","28"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","66","62","2","0","2","66","0","198","0","MOVED OUT OF STATE","2","8","0","0","0","2","0","12"
"NVRA BY MAIL","1","4","0","0","0","1","0","6","0","OTHER","0","0","0","0","0","1","0","1"
"OTHER MEANS","1","1","0","0","0","0","0","2","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","3","0","0","0","0","0","0","3","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","79","81","3","0","2","77","0","242","0","TOTAL","40","35","0","0","1","26","0","102"
