"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","2","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","108","14","0","0","0","39","0","161","103","COUNTY TRANSFER - OUT","338","51","2","1","3","66","13","474"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","1","CRIMINAL CONVICTION","13","1","0","0","0","1","1","16"
"ELDERLY / DISABLED","8","0","0","0","0","9","0","17","8","DEATH NOTICE","164","37","0","0","0","11","9","221"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","15","DUPLICATE","111","11","0","0","1","9","5","137"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","18","4","0","0","0","4","0","26"
"IN PERSON","7","0","0","0","0","0","0","7","4","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","729","73","1","0","2","185","5","995","589","MOVED OUT OF STATE","0","1","0","0","0","0","1","2"
"NVRA BY MAIL","2","0","0","0","0","0","0","2","0","OTHER","1","0","0","0","0","2","0","3"
"OTHER MEANS","38","3","0","0","1","18","1","61","3,160","VOTER REQUEST","0","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","3","0","0","0","0","1","0","4","29","","","","","","","","",""
"VOLUNTEER","2","0","0","0","0","1","0","3","0","","","","","","","","",""
"TOTAL","898","90","1","0","3","253","6","1,251","3,911","TOTAL","645","106","2","1","4","93","29","880"
