"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","1","0","0","0","0","0","3","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","251","181","1","0","1","148","1","583","101","COUNTY TRANSFER - OUT","104","97","0","0","0","51","1","253"
"DESIGNATED STATE AGENCIES","7","1","0","0","0","2","0","10","10","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","1","0","1","0","DEATH NOTICE","756","443","1","0","4","125","1","1,330"
"FROM ANOTHER BOARD","1","6","0","0","0","3","0","10","8","DUPLICATE","0","2","0","0","0","1","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","4","1","0","0","0","4","0","9"
"IN PERSON","3","2","0","0","0","0","0","5","6","MENTAL INCOMPETENCY","1","1","0","0","0","0","0","2"
"MOTOR VEHICLE ADMINISTRATION","512","360","2","1","10","435","2","1,322","283","MOVED OUT OF STATE","160","138","2","0","2","94","2","398"
"NVRA BY MAIL","58","36","0","0","2","39","0","135","17","OTHER","0","3","0","0","0","3","0","6"
"OTHER MEANS","8","17","0","0","2","6","0","33","44","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","3","0","0","0","2","0","7"
"SOCIAL SERVICES","5","1","0","0","0","5","0","11","1","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","1","0","1","1","","","","","","","","",""
"TOTAL","847","605","3","1","15","640","3","2,114","471","TOTAL","1,027","688","3","0","6","280","4","2,008"
