"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","10","12","0","0","0","8","0","30","5","COUNTY TRANSFER - OUT","40","36","0","0","0","13","0","89"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","2","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","23","19","0","0","0","5","0","47"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","1","0","DUPLICATE","2","1","0","0","0","4","0","7"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","99","161","1","0","4","81","1","347"
"IN PERSON","2","1","0","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","55","68","2","0","1","62","0","188","26","MOVED OUT OF STATE","4","7","0","0","0","9","0","20"
"NVRA BY MAIL","4","4","0","0","0","4","0","12","1","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","2","0","0","0","0","0","2","1","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","1","0","0","0","3","0","6","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","73","89","2","0","1","79","0","244","33","TOTAL","168","224","1","0","4","112","1","510"
