"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","1","0","3","2","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","131","108","1","0","2","84","2","328","1","COUNTY TRANSFER - OUT","29","48","1","0","1","21","0","100"
"DESIGNATED STATE AGENCIES","3","0","0","0","0","0","0","3","0","CRIMINAL CONVICTION","1","3","0","0","0","4","0","8"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","32","33","0","0","0","13","0","78"
"FROM ANOTHER BOARD","3","2","0","0","0","1","0","6","1","DUPLICATE","2","4","0","0","0","0","0","6"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","14","11","0","0","0","8","0","33"
"IN PERSON","1","4","0","0","0","1","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","170","139","1","0","3","149","1","463","38","MOVED OUT OF STATE","18","12","0","0","0","8","0","38"
"NVRA BY MAIL","17","19","0","0","0","14","0","50","1","OTHER","0","1","0","0","0","1","0","2"
"OTHER MEANS","16","14","1","0","0","24","0","55","28","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","1","0","0","0","2","0","4","0","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","2","0","3","0","","","","","","","","",""
"TOTAL","345","288","3","0","5","278","3","922","71","TOTAL","96","112","1","0","1","55","0","265"
