"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","0","0","0","2","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","68","23","0","0","1","35","1","128","2","COUNTY TRANSFER - OUT","33","18","0","0","0","11","1","63"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","11","5","0","0","0","3","0","19"
"FROM ANOTHER BOARD","4","0","0","0","0","1","1","6","0","DUPLICATE","1","1","0","0","0","1","0","3"
"PROVISIONAL BALLOT","0","1","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","6","1","0","0","0","3","0","10","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","172","41","0","0","1","67","0","281","40","MOVED OUT OF STATE","2","0","0","0","0","1","0","3"
"NVRA BY MAIL","5","2","0","0","0","2","0","9","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","2","0","0","0","0","1","0","3","0","VOTER REQUEST","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","259","68","0","0","2","109","2","440","42","TOTAL","47","25","0","0","0","17","1","90"
