"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","119","57","0","0","11","1","51","0","239","26","COUNTY TRANSFER - OUT","145","110","1","0","4","1","66","1","328"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","1","0","2","0","CRIMINAL CONVICTION","21","3","0","0","0","0","5","0","29"
"ELDERLY / DISABLED","1","1","0","0","0","0","0","0","2","2","DEATH NOTICE","16","5","0","0","0","0","6","0","27"
"FROM ANOTHER BOARD","2","1","0","0","0","0","0","0","3","0","DUPLICATE","2","1","0","0","1","0","0","0","4"
"PROVISIONAL BALLOT","7","0","0","0","0","0","0","0","7","5","MAIL VERIFICATION (NVRA)","5","2","0","0","0","0","1","0","8"
"IN PERSON","3","0","0","0","1","0","0","0","4","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","339","252","5","1","75","9","196","0","877","126","MOVED OUT OF STATE","35","37","0","0","1","1","27","0","101"
"NVRA BY MAIL","19","11","0","0","2","0","7","0","39","2","OTHER","6","3","0","0","1","0","5","0","15"
"OTHER MEANS","4","1","0","0","2","0","1","0","8","1","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","22","12","0","0","1","0","7","0","42"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","5","0","0","0","0","0","0","5","0","","","","","","","","","",""
"TOTAL","495","329","5","1","91","10","256","0","1,187","163","TOTAL","253","173","1","0","8","2","117","1","555"
