"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","15","18","0","0","5","0","13","0","51","7","COUNTY TRANSFER - OUT","36","50","0","0","2","0","23","0","111"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","1","0","3","0","CRIMINAL CONVICTION","1","3","0","0","0","0","3","0","7"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","22","32","0","0","0","0","1","0","55"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","3","0","0","0","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","61","90","1","0","22","5","58","0","237","37","MOVED OUT OF STATE","17","20","0","0","0","0","3","0","40"
"NVRA BY MAIL","2","2","0","0","0","0","1","0","5","0","OTHER","1","1","0","0","0","0","0","0","2"
"OTHER MEANS","2","0","0","0","1","0","0","0","3","0","VOTER REQUEST","0","1","0","0","0","1","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","29","36","0","0","2","0","17","0","84"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","85","110","1","0","28","5","73","0","302","44","TOTAL","106","143","0","0","4","1","47","0","301"
