"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","1,035","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","89","43","0","0","6","0","41","0","179","2,338","COUNTY TRANSFER - OUT","141","87","0","0","2","1","78","3","312"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","0","1","24","CRIMINAL CONVICTION","4","1","0","0","0","0","2","0","7"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","83","DEATH NOTICE","3","1","0","0","0","0","0","0","4"
"FROM ANOTHER BOARD","3","0","0","0","0","0","1","0","4","189","DUPLICATE","4","2","0","0","0","0","4","0","10"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","504","MAIL VERIFICATION (NVRA)","162","93","3","0","5","2","73","3","341"
"IN PERSON","2","1","0","0","0","0","2","0","5","437","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","237","112","1","0","52","4","106","4","516","3,138","MOVED OUT OF STATE","69","46","0","0","3","0","37","1","156"
"NVRA BY MAIL","16","3","0","0","1","0","6","0","26","132","OTHER","2","0","0","0","0","0","0","0","2"
"OTHER MEANS","5","1","0","0","0","0","1","0","7","10,726","VOTER REQUEST","1","1","0","0","0","0","2","5","9"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","1","0","0","0","0","1","97","100"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","2","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","104","","","","","","","","","",""
"TOTAL","352","161","1","0","59","4","157","4","738","18,712","TOTAL","387","232","3","0","10","3","197","109","941"
