"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","11","13","1","0","0","1","6","0","32","2","COUNTY TRANSFER - OUT","76","61","1","0","0","1","21","1","161"
"DESIGNATED STATE AGENCIES","3","0","0","0","0","0","0","0","3","0","CRIMINAL CONVICTION","6","2","0","0","0","0","6","0","14"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","1","DEATH NOTICE","25","24","0","0","1","0","1","0","51"
"FROM ANOTHER BOARD","8","0","0","0","0","0","1","0","9","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","54","38","0","0","0","0","21","0","113"
"IN PERSON","1","1","0","0","0","0","0","0","2","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","135","108","0","1","23","2","75","1","345","17","MOVED OUT OF STATE","28","36","0","0","3","0","16","2","85"
"NVRA BY MAIL","4","8","0","0","3","1","1","0","17","0","OTHER","5","1","0","0","1","1","0","0","8"
"OTHER MEANS","1","0","0","0","0","0","0","0","1","2","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","27","25","0","0","0","0","11","0","63"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","163","131","1","1","26","4","83","1","410","23","TOTAL","221","187","1","0","5","2","76","3","495"
