"Talbot","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","9","10","0","0","1","0","4","0","24","0","COUNTY TRANSFER - OUT","7","13","1","0","0","0","7","1","29"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","6","5","0","0","0","0","2","0","13"
"FROM ANOTHER BOARD","2","1","0","0","0","0","0","0","3","0","DUPLICATE","1","0","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2","2","0","0","0","0","0","0","4"
"IN PERSON","1","3","0","0","0","0","0","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","20","23","0","0","5","0","14","1","63","0","MOVED OUT OF STATE","0","9","0","0","0","0","0","0","9"
"NVRA BY MAIL","1","0","0","0","0","0","0","0","1","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","0","1","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","305","263","3","0","3","1","151","8","734"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","33","37","0","0","6","0","19","1","96","0","TOTAL","321","292","4","0","3","1","160","9","790"
