"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","132","37","1","0","8","1","47","1","227","30","COUNTY TRANSFER - OUT","166","76","2","0","3","2","64","3","316"
"DESIGNATED STATE AGENCIES","0","2","0","0","0","0","1","0","3","0","CRIMINAL CONVICTION","2","2","0","0","0","0","1","0","5"
"ELDERLY / DISABLED","2","0","0","0","0","0","0","0","2","1","DEATH NOTICE","79","39","1","0","4","0","16","0","139"
"FROM ANOTHER BOARD","3","0","0","0","0","0","1","0","4","1","DUPLICATE","3","1","0","0","0","0","1","0","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","0","1","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","564","168","2","1","108","4","334","1","1,182","82","MOVED OUT OF STATE","233","101","1","0","3","1","93","5","437"
"NVRA BY MAIL","10","1","0","0","0","0","1","0","12","2","OTHER","7","1","0","0","0","0","1","0","9"
"OTHER MEANS","8","3","0","0","0","0","1","0","12","2","VOTER REQUEST","1","1","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","83","24","1","0","3","0","30","0","141"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","16","4","0","0","1","0","2","0","23","0","","","","","","","","","",""
"TOTAL","736","215","3","1","117","5","387","3","1,467","118","TOTAL","574","245","5","0","13","3","206","8","1,054"
