"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","7","5","0","0","2","0","2","2","18","12","COUNTY TRANSFER - OUT","20","8","0","0","1","0","13","0","42"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","17","6","0","0","1","0","5","0","29"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","4","0","0","0","0","2","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","67","43","3","0","7","1","45","22","188","36","MOVED OUT OF STATE","1","3","0","0","0","0","3","0","7"
"NVRA BY MAIL","5","0","0","0","0","0","0","0","5","0","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","2","1","0","0","0","0","1","0","4","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","3","0","0","0","0","0","0","5"
"SOCIAL SERVICES","5","1","0","0","0","0","0","2","8","0","","","","","","","","","",""
"VOLUNTEER","5","6","0","0","0","0","0","1","12","0","","","","","","","","","",""
"TOTAL","91","60","3","0","9","1","50","27","241","49","TOTAL","41","20","0","0","2","0","21","0","84"
