"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","1","0","2","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","231","39","0","0","1","1","41","7","320","9","COUNTY TRANSFER - OUT","47","13","0","0","1","0","13","1","75"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","3","1","0","0","0","0","1","0","5"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","21","14","0","0","0","0","3","0","38"
"FROM ANOTHER BOARD","4","0","0","0","0","0","0","0","4","1","DUPLICATE","5","3","0","0","0","0","1","0","9"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","4","4","0","0","0","0","1","0","9","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","181","40","0","0","10","2","55","3","291","28","MOVED OUT OF STATE","21","22","0","0","3","0","7","1","54"
"NVRA BY MAIL","1","1","0","0","0","0","0","0","2","0","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","1","0","0","0","0","0","0","0","1","2","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3","1","0","0","0","0","0","0","4"
"SOCIAL SERVICES","0","0","0","0","0","0","1","0","1","1","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","424","85","0","0","11","3","99","10","632","41","TOTAL","101","54","0","0","4","0","25","2","186"
