"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","3","5","0","0","0","0","2","0","10","3","COUNTY TRANSFER - OUT","12","12","0","0","0","0","4","0","28"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","5","3","0","0","0","0","1","0","9"
"FROM ANOTHER BOARD","2","0","0","0","0","0","0","0","2","1","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","1","0","0","0","0","1","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","14","21","0","0","2","0","24","0","61","7","MOVED OUT OF STATE","2","1","0","0","1","0","1","0","5"
"NVRA BY MAIL","2","2","0","0","0","0","0","0","4","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","4","17","0","0","0","0","2","0","23","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","9","1","0","0","0","0","1","1","12"
"SOCIAL SERVICES","0","0","0","0","0","0","1","0","1","0","","","","","","","","","",""
"VOLUNTEER","0","10","0","0","0","0","0","0","10","0","","","","","","","","","",""
"TOTAL","26","56","0","0","2","0","30","0","114","12","TOTAL","28","17","0","0","1","0","7","1","54"
