"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","170","31","2","0","5","0","55","0","263","183","COUNTY TRANSFER - OUT","950","113","5","0","8","2","148","46","1,272"
"DESIGNATED STATE AGENCIES","12","6","0","0","1","0","2","0","21","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","24","2","0","0","0","0","2","0","28","6","DEATH NOTICE","288","53","0","0","0","1","12","19","373"
"FROM ANOTHER BOARD","7","2","0","0","0","0","0","0","9","13","DUPLICATE","346","14","1","0","2","0","37","9","409"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","8","1","0","0","0","0","5","0","14","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","1,082","101","3","1","13","8","316","3","1,527","95","MOVED OUT OF STATE","82","17","1","0","0","0","15","5","120"
"NVRA BY MAIL","0","0","0","0","0","0","3","0","3","0","OTHER","3","2","0","0","0","0","1","0","6"
"OTHER MEANS","74","5","0","0","2","0","15","0","96","851","VOTER REQUEST","5","0","0","0","0","0","0","0","5"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","71","22","0","0","0","0","11","4","108"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","22","","","","","","","","","",""
"VOLUNTEER","4","0","0","0","0","0","0","0","4","0","","","","","","","","","",""
"TOTAL","1,381","148","5","1","21","8","398","3","1,965","1,173","TOTAL","1,745","221","7","0","10","3","224","83","2,293"
