"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","46","39","1","0","2","0","26","1","115","4","COUNTY TRANSFER - OUT","54","46","0","1","0","1","34","0","136"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","2","0","4","0","CRIMINAL CONVICTION","1","1","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","3","0","0","0","0","0","0","0","3","0","DEATH NOTICE","41","24","0","0","0","0","6","0","71"
"FROM ANOTHER BOARD","1","4","0","0","0","0","2","0","7","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","6","1","1","0","0","0","1","0","9"
"IN PERSON","1","3","0","0","0","0","2","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","104","100","1","0","7","2","122","0","336","49","MOVED OUT OF STATE","19","21","0","0","1","1","11","1","54"
"NVRA BY MAIL","11","14","0","0","0","1","9","0","35","2","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","12","4","0","0","0","1","5","0","22","73","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","33","22","0","0","3","1","22","0","81"
"SOCIAL SERVICES","1","0","0","0","0","0","1","0","2","0","","","","","","","","","",""
"VOLUNTEER","5","13","0","0","0","0","5","0","23","0","","","","","","","","","",""
"TOTAL","185","178","2","0","9","4","174","1","553","128","TOTAL","154","115","1","1","4","3","74","1","353"
