"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","28","5","0","0","1","1","3","0","38","0","BOARD ACTION","0","0","0","0","0","0","2","0","2"
"BY MAIL","214","89","1","0","10","3","71","5","393","9","COUNTY TRANSFER-OUT","330","152","3","0","42","1","86","8","622"
"DESIGNATED STATE AGENCIES","13","4","0","0","0","0","3","0","20","3","CRIMINAL CONVICTION","5","1","0","0","0","0","0","0","6"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","0","DEATH NOTICE","274","108","0","0","0","0","15","1","398"
"FROM ANOTHER BOARD","3","0","0","0","0","0","1","0","4","0","DUPLICATE","18","11","0","0","0","0","2","1","32"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","15","5","0","0","1","0","7","0","28"
"IN PERSON","7","0","0","0","2","0","0","0","9","0","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","742","299","3","2","24","13","353","6","1,442","22","MOVED OUT OF STATE","28","24","2","0","2","1","8","1","66"
"NVRA BY MAIL","43","51","1","0","4","2","33","0","134","4","OTHER","8","2","0","0","2","0","3","0","15"
"OTHER MEANS","14","1","0","0","0","0","4","0","19","169","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","75","34","0","0","2","0","11","1","123"
"SOCIAL SERVICES","4","2","0","0","0","0","2","0","8","1","","","","","","","","","",""
"VOLUNTEER","3","2","0","0","0","0","3","0","8","0","","","","","","","","","",""
"TOTAL","1,072","453","5","2","41","19","473","11","2,076","208","TOTAL","754","338","5","0","49","2","134","12","1,294"
