"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","373","66","0","1","11","2","113","9","575","77","COUNTY TRANSFER - OUT","260","93","1","0","7","0","74","1","436"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","5","2","0","0","0","0","1","0","8"
"ELDERLY / DISABLED","15","2","0","0","3","0","5","0","25","14","DEATH NOTICE","76","36","0","0","2","0","6","1","121"
"FROM ANOTHER BOARD","8","1","0","0","0","0","0","0","9","0","DUPLICATE","3","0","0","0","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","1","0","0","0","0","1","0","3"
"IN PERSON","6","2","0","0","0","0","3","0","11","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","728","202","6","0","21","15","588","3","1,563","269","MOVED OUT OF STATE","166","73","1","0","5","1","93","1","340"
"NVRA BY MAIL","1","0","0","0","0","0","1","0","2","0","OTHER","18","2","0","0","3","0","7","0","30"
"OTHER MEANS","462","138","3","1","69","12","184","5","874","259","VOTER REQUEST","0","0","0","0","0","0","0","1","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","305","112","4","0","1","2","122","4","550"
"SOCIAL SERVICES","2","0","0","0","0","0","0","0","2","0","","","","","","","","","",""
"VOLUNTEER","7","2","0","0","0","0","5","1","15","0","","","","","","","","","",""
"TOTAL","1,602","413","9","2","104","29","900","18","3,077","620","TOTAL","834","319","6","0","18","3","304","8","1,492"
