"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","23","43","0","0","12","0","13","0","91","1","COUNTY TRANSFER - OUT","60","51","0","0","2","0","23","2","138"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","0","1","1","CRIMINAL CONVICTION","1","2","0","0","0","0","0","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","65","27","0","0","0","1","4","0","97"
"FROM ANOTHER BOARD","2","2","0","0","0","0","2","0","6","2","DUPLICATE","4","3","0","0","0","0","2","0","9"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","5","1","0","0","1","0","0","0","7"
"IN PERSON","0","1","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","162","164","1","0","13","3","149","1","493","12","MOVED OUT OF STATE","42","65","0","0","4","0","20","1","132"
"NVRA BY MAIL","6","12","0","0","1","0","5","0","24","0","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","9","19","0","0","3","1","8","0","40","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","212","176","1","0","11","3","86","4","493"
"SOCIAL SERVICES","0","0","0","0","0","0","1","0","1","0","","","","","","","","","",""
"VOLUNTEER","1","4","0","0","0","0","1","0","6","0","","","","","","","","","",""
"TOTAL","203","246","1","0","29","4","179","1","663","17","TOTAL","390","325","1","0","18","4","135","7","880"
