"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","25","24","0","0","1","1","28","1","80","2","COUNTY TRANSFER - OUT","18","18","0","0","1","2","9","0","48"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","1","0","0","0","0","0","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","1","DEATH NOTICE","13","12","0","0","0","0","0","0","25"
"FROM ANOTHER BOARD","1","2","0","0","0","0","1","0","4","0","DUPLICATE","2","1","0","0","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","2","0","0","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","56","69","0","0","7","3","59","1","195","13","MOVED OUT OF STATE","3","3","0","0","0","0","3","0","9"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","1","OTHER","1","1","0","0","0","0","1","0","3"
"OTHER MEANS","11","36","0","0","0","2","14","0","63","8","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","31","28","1","0","0","1","16","2","79"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","3","0","0","0","0","0","0","3","0","","","","","","","","","",""
"TOTAL","94","136","0","0","8","6","102","2","348","26","TOTAL","70","64","1","0","1","3","29","2","170"
