"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","31","5","0","0","1","1","4","0","42","4","BOARD ACTION","9","2","0","0","0","1","7","0","19"
"BY MAIL","1,755","665","13","1","1","22","622","36","3,115","435","COUNTY TRANSFER - OUT","2,714","975","16","1","100","11","714","66","4,597"
"DESIGNATED STATE AGENCIES","36","22","0","0","1","0","16","1","76","7","CRIMINAL CONVICTION","70","20","0","0","1","0","16","0","107"
"ELDERLY / DISABLED","45","6","0","0","3","0","7","0","61","21","DEATH NOTICE","1,334","470","1","0","6","2","111","28","1,952"
"FROM ANOTHER BOARD","40","16","0","0","1","0","9","0","66","23","DUPLICATE","408","43","1","0","2","0","52","10","516"
"PROVISIONAL BALLOT","1","0","0","0","1","0","0","0","2","1","MAIL VERIFICATION (NVRA)","75","42","3","0","7","0","37","0","164"
"IN PERSON","46","37","0","0","3","0","20","0","106","9","MENTAL INCOMPETENCY","0","3","0","0","0","0","0","0","3"
"MOTOR VEHICLE ADMINISTRATION","4,635","2,023","32","3","201","69","2,700","66","9,729","944","MOVED OUT OF STATE","529","376","7","0","48","3","247","11","1,221"
"NVRA BY MAIL","110","119","1","0","11","4","76","1","322","16","OTHER","41","13","1","0","6","0","17","0","78"
"OTHER MEANS","621","263","3","1","77","16","263","6","1,250","1,401","VOTER REQUEST","7","0","0","0","0","0","0","1","8"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1,119","708","9","0","37","9","440","23","2,345"
"SOCIAL SERVICES","17","4","0","0","0","0","10","2","33","24","","","","","","","","","",""
"VOLUNTEER","297","229","1","0","76","17","190","4","814","0","","","","","","","","","",""
"TOTAL","7,634","3,389","50","5","376","129","3,917","116","15,616","2,885","TOTAL","6,306","2,652","38","1","207","26","1,641","139","11,010"
