"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","1","0","1"
"BY MAIL","144","69","2","0","14","3","73","4","309","10","COUNTY TRANSFER - OUT","157","86","2","0","7","0","47","0","299"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","10","2","0","0","0","0","3","0","15"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","0","DEATH NOTICE","49","21","0","0","1","0","8","1","80"
"FROM ANOTHER BOARD","4","1","0","0","0","0","0","0","5","0","DUPLICATE","1","0","0","0","0","0","1","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","42","23","2","0","0","0","26","0","93"
"IN PERSON","1","2","0","0","0","0","3","0","6","0","MENTAL INCOMPETENCY","0","2","0","0","0","0","0","0","2"
"MOTOR VEHICLE ADMINISTRATION","204","98","1","0","18","5","130","2","458","12","MOVED OUT OF STATE","28","22","1","0","2","0","16","0","69"
"NVRA BY MAIL","2","1","0","0","0","0","3","0","6","1","OTHER","1","1","0","0","0","0","0","0","2"
"OTHER MEANS","5","3","0","0","0","0","1","0","9","8","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","4","1","0","0","0","0","2","0","7"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","262","164","1","0","76","14","172","2","691","0","","","","","","","","","",""
"TOTAL","623","338","4","0","108","22","382","8","1,485","31","TOTAL","292","158","5","0","10","0","104","1","570"
