"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","22","39","1","0","1","1","23","0","87","1","COUNTY TRANSFER - OUT","30","60","0","0","3","0","8","0","101"
"DESIGNATED STATE AGENCIES","3","0","0","0","0","0","1","0","4","1","CRIMINAL CONVICTION","0","1","0","0","0","0","1","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","44","23","0","0","1","0","7","0","75"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","0","DUPLICATE","1","2","0","0","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","1","0","0","0","0","0","0","2","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","92","125","2","0","5","3","107","1","335","55","MOVED OUT OF STATE","10","15","0","0","3","0","7","0","35"
"NVRA BY MAIL","7","4","0","0","2","0","4","0","17","0","OTHER","1","0","0","0","0","0","2","0","3"
"OTHER MEANS","0","3","0","0","0","0","1","0","4","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","17","30","0","0","3","0","12","0","62"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","11","0","0","0","1","1","0","14","0","","","","","","","","","",""
"TOTAL","127","183","3","0","8","5","137","1","464","59","TOTAL","103","131","0","0","10","0","37","0","281"
