"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","5","1","0","0","0","0","1","0","7","0","COUNTY TRANSFER - OUT","587","92","1","0","1","0","88","64","833"
"DESIGNATED STATE AGENCIES","497","27","0","0","1","0","168","8","701","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","60","14","0","0","0","0","4","4","82"
"FROM ANOTHER BOARD","96","27","0","0","0","0","37","4","164","0","DUPLICATE","9","1","0","0","0","0","1","2","13"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","51","10","0","0","1","0","5","6","73"
"IN PERSON","0","0","0","0","0","0","1","0","1","0","MENTAL INCOMPETENCY","0","0","1","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","48","2","0","0","1","0","16","2","69","0","MOVED OUT OF STATE","212","85","1","0","2","0","35","38","373"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","15","0","0","0","0","0","2","3","20"
"OTHER MEANS","66","2","1","0","0","0","19","0","88","1","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","306","85","1","0","2","0","59","34","487"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","712","59","1","0","2","0","242","14","1,030","1","TOTAL","1,241","287","4","0","6","0","194","151","1,883"
