"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","8","BOARD ACTION","25","3","1","0","0","0","2","1","32"
"BY MAIL","1,098","328","7","2","10","0","319","45","1,809","75","COUNTY TRANSFER - OUT","2,089","831","15","1","8","0","573","85","3,602"
"DESIGNATED STATE AGENCIES","872","353","7","0","7","0","448","16","1,703","21","CRIMINAL CONVICTION","448","81","2","1","2","0","97","4","635"
"ELDERLY / DISABLED","1","0","0","0","0","0","4","0","5","1","DEATH NOTICE","694","282","0","0","0","0","51","11","1,038"
"FROM ANOTHER BOARD","173","67","1","0","0","0","64","6","311","10","DUPLICATE","126","23","0","0","0","0","18","4","171"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","7","MAIL VERIFICATION (NVRA)","1,519","1,899","26","1","8","0","1,128","20","4,601"
"IN PERSON","32","22","3","0","0","0","9","1","67","5","MENTAL INCOMPETENCY","1","0","1","0","0","0","0","0","2"
"MOTOR VEHICLE ADMINISTRATION","3,511","1,851","40","7","50","1","2,292","74","7,826","355","MOVED OUT OF STATE","1,147","762","11","0","9","0","447","47","2,423"
"NVRA BY MAIL","81","47","1","0","2","0","34","1","166","5","OTHER","54","15","2","0","0","0","37","3","111"
"OTHER MEANS","131","28","2","0","1","0","37","3","202","270","VOTER REQUEST","14","27","1","0","0","0","10","0","52"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","900","424","7","1","3","0","310","185","1,830"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","39","46","0","0","1","0","34","1","121","0","","","","","","","","","",""
"TOTAL","5,939","2,742","61","9","71","1","3,241","147","12,211","757","TOTAL","7,017","4,347","66","4","30","0","2,673","360","14,497"
