"Queen Anne's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","0","1","0","0","0","0","0","0","1","0","COUNTY TRANSFER - OUT","14","15","0","0","0","0","7","0","36"
"DESIGNATED STATE AGENCIES","0","2","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","3","0","0","0","0","0","0","0","3"
"FROM ANOTHER BOARD","0","1","0","0","0","0","1","0","2","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","1","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","20","23","0","0","0","0","14","1","58","0","MOVED OUT OF STATE","3","7","0","0","0","0","2","0","12"
"NVRA BY MAIL","7","6","0","0","0","0","6","0","19","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","2","0","0","0","0","0","0","0","2","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","2","0","0","0","0","2","0","6"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","29","33","0","0","0","0","22","1","85","0","TOTAL","22","24","0","0","0","0","12","0","58"
