"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","6","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","242","63","1","0","2","0","82","3","393","28","COUNTY TRANSFER-OUT","296","144","1","1","2","0","84","5","533"
"DESIGNATED STATE AGENCIES","148","30","0","0","0","0","33","0","211","10","CRIMINAL CONVICTION","30","8","0","0","1","0","8","0","47"
"ELDERLY / DISABLED","0","0","0","0","0","0","1","0","1","0","DEATH NOTICE","254","68","0","0","0","0","5","3","330"
"FROM ANOTHER BOARD","4","8","0","0","0","0","1","0","13","3","DUPLICATE","15","12","0","0","0","0","5","0","32"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","7","MAIL VERIFICATION (NVRA)","30","10","0","0","0","0","8","1","49"
"IN PERSON","4","0","0","0","0","0","0","0","4","1","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","860","333","6","2","3","0","418","21","1,643","52","MOVED OUT OF STATE","95","50","1","0","2","0","18","2","168"
"NVRA BY MAIL","29","10","0","0","1","0","4","0","44","0","OTHER","5","4","0","0","0","0","5","0","14"
"OTHER MEANS","2","1","1","0","0","0","0","0","4","252","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","71","20","1","0","0","0","25","142","259"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","1,289","445","8","2","6","0","539","24","2,313","359","TOTAL","798","316","3","1","5","0","158","153","1,434"
