"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","35","17","1","0","1","0","13","0","67","1","COUNTY TRANSFER - OUT","46","37","1","0","1","0","25","0","110"
"DESIGNATED STATE AGENCIES","2","4","0","0","0","0","1","0","7","0","CRIMINAL CONVICTION","2","1","0","0","0","0","2","0","5"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","1","2","0","0","0","0","2","0","5"
"FROM ANOTHER BOARD","10","12","1","0","0","0","7","0","30","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1,209","1,630","23","0","5","0","989","1","3,857"
"IN PERSON","2","1","0","0","0","0","2","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","99","77","4","0","4","0","115","1","300","8","MOVED OUT OF STATE","31","51","0","0","0","0","26","0","108"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","1","0","2","0","0","0","0","0","3"
"OTHER MEANS","0","2","0","0","0","0","0","0","2","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5","10","0","0","1","0","4","0","20"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","5","7","0","0","1","0","12","0","25","0","","","","","","","","","",""
"TOTAL","153","120","6","0","6","0","150","1","436","9","TOTAL","1,295","1,731","26","0","7","0","1,048","1","4,108"
