"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","65","31","0","0","4","0","28","1","129","10","COUNTY TRANSFER - OUT","91","64","0","0","0","0","40","5","200"
"DESIGNATED STATE AGENCIES","7","3","0","0","0","0","2","0","12","0","CRIMINAL CONVICTION","0","2","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","89","39","0","0","0","0","13","2","143"
"FROM ANOTHER BOARD","14","3","0","0","0","0","1","1","19","1","DUPLICATE","0","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","9","4","0","1","0","0","8","0","22"
"IN PERSON","0","1","0","0","0","0","0","0","1","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","223","120","2","0","7","0","153","10","515","40","MOVED OUT OF STATE","24","21","0","0","1","0","8","0","54"
"NVRA BY MAIL","5","3","0","0","0","0","4","1","13","0","OTHER","4","3","0","0","0","0","2","0","9"
"OTHER MEANS","3","1","0","0","0","0","0","0","4","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","3","4"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","317","162","2","0","11","0","188","13","693","54","TOTAL","218","134","0","1","1","0","71","10","435"
