"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","8","16","0","0","1","0","8","0","33","2","COUNTY TRANSFER - OUT","7","5","2","0","0","0","3","0","17"
"DESIGNATED STATE AGENCIES","183","272","7","0","6","0","228","8","704","5","CRIMINAL CONVICTION","5","0","0","0","0","0","1","0","6"
"ELDERLY / DISABLED","0","0","0","0","0","0","2","0","2","0","DEATH NOTICE","43","28","0","0","0","0","2","0","73"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","1","0","0","0","0","0","0","1"
"IN PERSON","1","2","0","0","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","76","70","3","0","4","0","58","2","213","27","MOVED OUT OF STATE","7","6","0","0","0","0","1","0","14"
"NVRA BY MAIL","3","2","0","0","0","0","1","0","6","0","OTHER","4","2","0","0","0","0","7","0","13"
"OTHER MEANS","2","0","0","0","0","0","0","0","2","3","VOTER REQUEST","2","0","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","273","362","10","0","11","0","297","10","963","37","TOTAL","68","42","2","0","0","0","15","0","127"
