"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","22","5","1","0","3","2","33","41","BOARD ACTION","0","1","0","0","10","0","11"
"BY MAIL","3227","1427","8","20","810","98","5,590","858","CONFIRMATION MAIL","430","177","0","0","26","1","634"
"DESIGNATED STATE AGENCIES","26","7","0","0","6","0","39","22","COUNTY TRANSFER - OUT","10,870","4,579","46","121","3,830","109","19,555"
"ELDERLY / DISABLED","5","2","0","0","3","0","10","10","CRIMINAL CONVICTION","70","31","2","1","24","2","130"
"FROM ANOTHER BOARD","18","18","0","0","5","2","43","73","DEATH NOTICE","3,631","1,566","7","12","549","60","5,825"
"PROVISIONAL BALLOT","84","12","0","0","5","0","101","1,494","DUPLICATE","156","57","1","0","57","7","278"
"IN PERSON","413","160","0","4","93","1","671","1,212","MAIL VERIFICATION (NVRA)","9,109","5,966","58","159","4,523","123","19,938"
"MOTOR VEHICLE ADMINISTRATION","21975","9740","128","387","11620","188","44,038","3,335","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","336","162","1","1","163","10","673","158","MOVED OUT OF STATE","1,089","878","7","18","529","28","2,549"
"ONLINE REGISTRATION","1875","821","10","45","747","22","3,520","142","OTHER","79","12","1","1","49","1","143"
"OTHER MEANS","180","66","1","4","92","4","347","1,191","VOTER REQUEST","11","11","0","0","9","1","32"
"RECRUITING","2","7","0","0","0","2","11","6","","","","","","","","0"
"SAME DAY REGISTRATION","11","1","0","0","1","0","13","11","","","","","","","",""
"SOCIAL SERVICES","37","11","0","0","30","0","78","30","","","","","","","",""
"VOLUNTEER","77","20","2","0","30","0","129","0","","","","","","","",""
"TOTAL","28,288","12,459","151","461","13,608","329","55,296","8,583","TOTAL","25,445","13,278","122","312","9,606","332","49,095"
