"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","5","9","0","0","1","1","4","0","20","0","COUNTY TRANSFER - OUT","16","18","0","0","4","1","9","0","48"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","7","2","0","0","0","0","3","0","12"
"ELDERLY / DISABLED","0","1","0","0","0","0","1","0","2","0","DEATH NOTICE","43","41","0","0","0","1","2","1","88"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","3","1","0","0","0","0","0","0","4"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","2","0","0","0","0","1","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","54","61","2","0","23","1","55","0","196","22","MOVED OUT OF STATE","4","14","0","0","0","0","7","0","25"
"NVRA BY MAIL","0","2","0","0","2","0","4","0","8","0","OTHER","7","3","0","0","1","0","3","0","14"
"OTHER MEANS","0","1","0","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","29","17","1","0","2","0","21","0","70"
"SOCIAL SERVICES","0","1","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","60","77","2","0","26","2","65","0","232","22","TOTAL","109","96","1","0","7","2","45","1","261"
