"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","28","31","1","0","2","4","11","0","77","5","COUNTY TRANSFER - OUT","30","31","0","0","1","0","19","0","81"
"DESIGNATED STATE AGENCIES","1","1","0","0","1","0","2","0","5","1","CRIMINAL CONVICTION","0","0","0","0","0","0","3","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","1","0","0","1","0","DEATH NOTICE","61","74","0","0","0","0","15","0","150"
"FROM ANOTHER BOARD","1","0","0","0","0","0","2","0","3","0","DUPLICATE","1","1","0","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2","3","0","0","0","0","0","0","5"
"IN PERSON","0","2","0","0","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","128","128","3","0","43","5","86","1","394","59","MOVED OUT OF STATE","15","13","0","0","2","0","12","0","42"
"NVRA BY MAIL","3","5","0","0","1","0","5","0","14","3","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","1","4","0","0","0","0","2","0","7","48","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","0","0","1","0","2","0","","","","","","","","","",""
"VOLUNTEER","0","4","0","0","0","0","0","0","4","0","","","","","","","","","",""
"TOTAL","163","175","4","0","47","10","109","1","509","117","TOTAL","109","122","0","0","3","0","49","0","283"
