"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","2","0","0","0","0","0","0","0","2"
"BY MAIL","89","20","0","0","9","3","24","1","146","22","COUNTY TRANSFER - OUT","379","61","2","0","2","0","71","5","520"
"DESIGNATED STATE AGENCIES","3","2","0","0","0","0","0","0","5","0","CRIMINAL CONVICTION","87","8","1","0","0","0","11","0","107"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","1","0","0","0","0","0","1","0","2"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","0","DUPLICATE","8","4","0","0","0","0","1","0","13"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","1","0","1"
"IN PERSON","0","1","0","0","0","0","0","0","1","1","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","1","2"
"MOTOR VEHICLE ADMINISTRATION","585","92","3","2","59","7","153","2","903","163","MOVED OUT OF STATE","182","32","0","0","4","1","52","0","271"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","1","OTHER","4","1","0","0","1","0","0","0","6"
"OTHER MEANS","6","0","0","0","0","0","2","0","8","8","VOTER REQUEST","0","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","7","4","0","0","1","1","2","0","15"
"SOCIAL SERVICES","2","0","0","0","0","0","2","0","4","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","686","115","3","2","68","10","181","3","1,068","195","TOTAL","671","111","3","0","8","2","139","6","940"
