"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","16","21","0","0","3","0","5","0","45","0","COUNTY TRANSFER - OUT","41","42","1","0","2","2","26","1","115"
"DESIGNATED STATE AGENCIES","8","0","0","0","0","0","1","0","9","0","CRIMINAL CONVICTION","5","4","0","0","0","0","2","0","11"
"ELDERLY / DISABLED","0","0","0","0","1","0","0","0","1","0","DEATH NOTICE","81","54","0","0","0","1","6","0","142"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","32","28","0","0","1","1","13","0","75"
"IN PERSON","1","2","0","0","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","163","150","2","2","44","3","100","1","465","27","MOVED OUT OF STATE","61","65","0","0","1","0","31","0","158"
"NVRA BY MAIL","5","7","0","0","1","1","2","0","16","1","OTHER","0","2","0","0","1","0","2","0","5"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","1","VOTER REQUEST","0","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","21","19","0","0","0","0","14","0","54"
"SOCIAL SERVICES","0","0","0","0","0","0","1","0","1","0","","","","","","","","","",""
"VOLUNTEER","4","11","1","0","0","0","3","0","19","0","","","","","","","","","",""
"TOTAL","197","191","3","2","49","4","112","1","559","29","TOTAL","241","214","1","0","5","4","95","1","561"
