"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","29","20","0","0","1","0","14","0","64","5","COUNTY TRANSFER - OUT","45","19","0","0","0","1","10","1","76"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","1","0","3","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","46","20","0","0","0","1","4","0","71"
"FROM ANOTHER BOARD","1","1","0","0","0","0","0","0","2","0","DUPLICATE","1","1","0","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","4","0","0","0","2","0","0","0","6","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","210","52","1","0","27","3","52","2","347","39","MOVED OUT OF STATE","16","5","0","0","0","0","6","0","27"
"NVRA BY MAIL","4","2","0","0","0","0","2","0","8","0","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","6","0","0","0","0","0","1","0","7","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","0","0","0","0","0","0","0","2"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","257","75","1","0","30","3","70","2","438","46","TOTAL","112","45","0","0","0","2","20","1","180"
