"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","1","0","2","90","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","133","35","3","1","3","3","46","0","224","199","COUNTY TRANSFER-OUT","301","124","1","0","4","3","79","8","520"
"DESIGNATED STATE AGENCIES","49","9","1","0","0","0","15","0","74","2","CRIMINAL CONVICTION","18","7","0","0","0","0","3","0","28"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","5","0","0","0","0","0","0","0","5"
"FROM ANOTHER BOARD","2","0","0","0","0","0","0","0","2","20","DUPLICATE","11","1","0","0","0","0","3","0","15"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","25","MAIL VERIFICATION (NVRA)","31","11","0","0","1","0","12","0","55"
"IN PERSON","8","1","0","0","1","0","5","0","15","12","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","712","299","5","3","80","16","251","7","1,373","844","MOVED OUT OF STATE","48","26","0","0","0","0","14","3","91"
"NVRA BY MAIL","30","21","1","0","4","0","17","0","73","12","OTHER","15","7","0","0","0","0","4","0","26"
"OTHER MEANS","3","1","0","0","0","0","1","1","6","542","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","353","186","6","0","3","1","111","10","670"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","14","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","3","","","","","","","","","",""
"TOTAL","938","366","10","4","88","19","336","8","1,769","1,763","TOTAL","783","362","7","0","8","4","226","21","1,411"
