"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","6","5","0","0","1","0","4","0","16","3","COUNTY TRANSFER - OUT","11","13","1","0","0","0","13","1","39"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","5","7","0","0","0","1","6","0","19"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","30","22","0","0","0","0","1","2","55"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","2","0","0","0","0","1","0","3"
"IN PERSON","0","0","0","0","1","0","0","0","1","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","56","57","1","0","11","0","24","0","149","28","MOVED OUT OF STATE","7","13","1","0","0","0","6","2","29"
"NVRA BY MAIL","3","1","0","0","0","0","2","0","6","0","OTHER","2","0","0","0","0","0","2","0","4"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","351","328","2","0","0","5","208","14","908"
"SOCIAL SERVICES","0","1","0","0","0","0","2","0","3","1","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","65","64","1","0","13","0","32","0","175","34","TOTAL","406","385","4","0","0","6","237","19","1,057"
