"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","27","26","0","0","3","0","17","1","74","10","COUNTY TRANSFER - OUT","37","35","2","0","1","0","17","0","92"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","2","0","0","0","0","0","2","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","4","2","0","0","0","0","1","0","7"
"FROM ANOTHER BOARD","0","0","0","0","2","0","1","0","3","0","DUPLICATE","42","19","0","0","2","0","24","0","87"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","4","3","0","0","0","1","1","0","9"
"IN PERSON","1","0","0","0","0","0","1","0","2","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","94","86","0","0","20","6","69","0","275","53","MOVED OUT OF STATE","21","21","0","0","1","1","12","0","56"
"NVRA BY MAIL","6","10","0","0","4","0","2","0","22","1","OTHER","0","0","0","0","1","0","0","0","1"
"OTHER MEANS","21","10","0","0","1","0","14","1","47","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","13","11","0","0","1","0","3","0","28","0","","","","","","","","","",""
"TOTAL","164","144","0","0","31","6","107","2","454","66","TOTAL","110","80","2","0","5","2","57","0","256"
